"","요일","사고내용","법규위반","노면상태","기상상태","도로형태","가해운전자_차종","가해운전자_성별","가해운전자_연령","행정동","발생월","발생시간"
"12862","월요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",49,"매탄동",7,13
"12863","월요일",0,"교차로운행방법위반","포장 - 건조","맑음","단일로 - 기타","원동기","남",26,"우만동",7,14
"12864","월요일",1,"차로위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",37,"율전동",7,14
"12865","월요일",0,"교차로운행방법위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",68,"연무동",7,15
"12866","월요일",1,"기타","포장 - 건조","맑음","교차로 - 교차로안","승용","여",27,"정자동",7,15
"12867","월요일",0,"신호위반","포장 - 건조","맑음","단일로 - 기타","승용","남",39,"인계동",7,17
"12868","월요일",0,"기타","포장 - 건조","맑음","단일로 - 기타","승용","여",38,"매탄동",7,18
"12869","월요일",1,"교차로운행방법위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",36,"우만동",7,19
"12870","월요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",23,"인계동",7,19
"12871","월요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","이륜","남",62,"우만동",7,20
"12872","월요일",0,"기타","포장 - 건조","맑음","교차로 - 교차로부근","이륜","남",22,"우만동",7,23
"12873","화요일",1,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",27,"조원동",7,8
"12874","화요일",0,"차로위반","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",70,"영화동",7,10
"12875","화요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","여",50,"영화동",7,10
"12876","화요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","승용","남",57,"조원동",7,11
"12877","화요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","여",44,"천천동",7,16
"12878","화요일",1,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","여",53,"이의동",7,17
"12879","화요일",1,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","화물","남",47,"영통동",7,17
"12880","화요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","승용","남",47,"조원동",7,18
"12881","화요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","승용","남",56,"이의동",7,18
"12882","화요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",41,"금곡동",7,18
"12883","화요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",62,"송죽동",7,20
"12884","화요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","화물","남",59,"율전동",7,20
"12885","화요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",44,"영통동",7,20
"12886","수요일",1,"안전운전불이행","포장 - 건조","흐림","교차로 - 교차로안","승용","남",25,"매산로1가",8,1
"12887","수요일",0,"차로위반","포장 - 건조","맑음","교차로 - 교차로안","화물","남",52,"정자동",8,5
"12888","수요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","승용","남",76,"율전동",8,8
"12889","수요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","화물","남",52,"인계동",8,8
"12890","수요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",60,"평동",8,9
"12891","수요일",1,"기타","포장 - 건조","맑음","단일로 - 기타","이륜","남",56,"영통동",8,11
"12892","수요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","승용","여",61,"우만동",8,12
"12893","수요일",0,"직진우회전진행방해","포장 - 건조","맑음","교차로 - 교차로안","승용","여",50,"권선동",8,12
"12894","수요일",0,"직진우회전진행방해","포장 - 건조","맑음","교차로 - 교차로안","승용","남",62,"영화동",8,13
"12895","수요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","이륜","남",27,"세류동",8,17
"12896","수요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","이륜","남",16,"이의동",8,22
"12897","목요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 고가도로위","승용","남",22,"인계동",8,0
"12898","목요일",1,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",44,"매탄동",8,7
"12900","목요일",0,"교차로운행방법위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",56,"화서동",8,8
"12901","목요일",0,"교차로운행방법위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",56,"장안동",8,8
"12902","목요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","자전거","남",72,"이의동",8,8
"12903","목요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","화물","남",40,"평동",8,8
"12904","목요일",1,"직진우회전진행방해","포장 - 건조","맑음","교차로 - 교차로안","이륜","남",29,"원천동",8,11
"12905","목요일",1,"교차로운행방법위반","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",39,"정자동",8,12
"12906","목요일",1,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",47,"천천동",8,12
"12907","목요일",0,"중앙선침범","포장 - 건조","맑음","교차로 - 교차로안","화물","여",62,"호매실동",8,14
"12908","목요일",1,"보행자보호의무위반","포장 - 건조","맑음","단일로 - 기타","승용","남",60,"우만동",8,19
"12909","목요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","이륜","남",33,"조원동",8,22
"12910","금요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로횡단보도내","승용","남",36,"세류동",8,6
"12911","금요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","자전거","남",85,"영화동",8,8
"12912","금요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","승용","남",71,"우만동",8,10
"12913","금요일",1,"중앙선침범","포장 - 건조","맑음","단일로 - 기타","승합","남",61,"고등동",8,16
"12914","금요일",0,"직진우회전진행방해","포장 - 건조","맑음","교차로 - 교차로안","이륜","남",24,"우만동",8,17
"12915","금요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승합","남",60,"매산로1가",8,20
"12916","토요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","승용","남",47,"평동",8,4
"12917","토요일",1,"불법유턴","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",32,"호매실동",8,12
"12918","토요일",1,"신호위반","포장 - 건조","맑음","교차로 - 교차로횡단보도내","승용","여",38,"권선동",8,13
"12919","토요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",43,"매산로1가",8,13
"12920","토요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","승용","여",47,"서둔동",8,14
"12921","토요일",0,"기타","포장 - 건조","맑음","교차로 - 교차로안","승용","여",20,"화서동",8,15
"12922","토요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","여",48,"권선동",8,18
"12923","토요일",1,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","여",47,"탑동",8,22
"12924","토요일",0,"안전거리미확보","포장 - 건조","흐림","교차로 - 교차로안","승용","남",55,"탑동",8,22
"12925","토요일",0,"신호위반","포장 - 건조","흐림","교차로 - 교차로안","이륜","남",24,"서둔동",8,22
"12926","일요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",34,"구운동",8,4
"12927","일요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",47,"고색동",8,11
"12928","일요일",0,"차로위반","포장 - 건조","맑음","단일로 - 기타","승용","여",52,"정자동",8,13
"12929","일요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","승용","남",30,"연무동",8,15
"12930","일요일",0,"안전거리미확보","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",42,"매산로1가",8,15
"12931","일요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승합","여",56,"지동",8,16
"12932","일요일",0,"안전거리미확보","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",39,"권선동",8,16
"12933","일요일",1,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","자전거","남",69,"정자동",8,19
"12934","일요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",58,"권선동",8,22
"12935","월요일",0,"직진우회전진행방해","포장 - 건조","맑음","교차로 - 교차로안","승용","여",52,"고색동",8,7
"12936","월요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",35,"이의동",8,9
"12937","월요일",1,"기타","포장 - 건조","맑음","교차로 - 교차로안","승합","남",59,"탑동",8,11
"12938","월요일",1,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","건설기계","남",58,"고색동",8,12
"12939","월요일",1,"신호위반","포장 - 건조","맑음","교차로 - 교차로횡단보도내","승용","여",39,"매탄동",8,18
"12940","월요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","특수","남",48,"원천동",8,18
"12941","월요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",59,"정자동",8,19
"12942","월요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","여",49,"팔달로2가",8,19
"12943","월요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","여",29,"천천동",8,22
"12944","월요일",1,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",36,"평동",8,23
"12945","화요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","승용","남",47,"권선동",8,0
"12946","화요일",1,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",40,"이의동",8,2
"12947","화요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승합","여",42,"매탄동",8,7
"12948","화요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로횡단보도내","승용","남",72,"세류동",8,11
"12949","화요일",0,"안전거리미확보","포장 - 건조","맑음","교차로 - 교차로안","승용","여",60,"이목동",8,13
"12950","화요일",0,"교차로운행방법위반","포장 - 건조","맑음","교차로 - 교차로부근","승합","남",51,"정자동",8,16
"12951","화요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","여",28,"송죽동",8,16
"12952","화요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","여",61,"인계동",8,16
"12953","화요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",27,"이의동",8,18
"12954","화요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승합","남",36,"서둔동",8,18
"12955","화요일",0,"중앙선침범","포장 - 건조","맑음","단일로 - 기타","승용","남",35,"영통동",8,21
"12956","화요일",0,"안전운전불이행","포장 - 건조","흐림","단일로 - 기타","승용","남",47,"오목천동",8,21
"12957","화요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",35,"인계동",8,22
"12958","화요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승합","남",22,"이의동",8,23
"12959","수요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",27,"매탄동",8,3
"12960","수요일",1,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",57,"지동",8,5
"12961","수요일",1,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","화물","남",55,"구운동",8,7
"12962","수요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","승용","여",49,"고색동",8,8
"12963","수요일",0,"교차로운행방법위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",51,"인계동",8,9
"12964","수요일",0,"안전운전불이행","포장 - 건조","맑음","기타 - 기타","승용","남",20,"권선동",8,10
"12965","수요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","여",50,"화서동",8,12
"12966","수요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",32,"인계동",8,12
"12967","수요일",1,"신호위반","포장 - 건조","맑음","교차로 - 교차로횡단보도내","화물","남",52,"인계동",8,13
"12968","수요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","여",46,"권선동",8,15
"12969","수요일",1,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","여",42,"정자동",8,16
"12970","수요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","여",27,"송죽동",8,16
"12971","수요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승합","남",54,"매탄동",8,16
"12972","수요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",57,"권선동",8,18
"12973","수요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","승용","남",19,"세류동",8,18
"12974","수요일",0,"안전거리미확보","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",27,"이의동",8,21
"12975","수요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","여",27,"인계동",8,22
"12976","수요일",0,"안전거리미확보","포장 - 건조","맑음","교차로 - 교차로부근","이륜","남",24,"인계동",8,23
"12977","목요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",27,"고색동",8,4
"12978","목요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","승용","남",39,"권선동",8,5
"12979","목요일",1,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","승용","여",34,"정자동",8,9
"12980","목요일",1,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승합","남",37,"탑동",8,10
"12981","목요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","여",40,"조원동",8,13
"12982","목요일",0,"교차로운행방법위반","포장 - 건조","맑음","교차로 - 교차로안","화물","남",60,"하광교동",8,13
"12983","목요일",0,"기타","포장 - 건조","맑음","단일로 - 기타","화물","남",60,"원천동",8,16
"12984","목요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",27,"우만동",8,18
"12985","목요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","여",39,"우만동",8,18
"12986","목요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",28,"매산로2가",8,22
"12987","목요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","여",43,"매탄동",8,23
"12988","금요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","여",25,"인계동",8,0
"12989","금요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",23,"정자동",8,1
"12990","금요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",48,"파장동",8,13
"12991","금요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","승합","남",49,"화서동",8,17
"12992","금요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승합","남",64,"영화동",8,20
"12993","금요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","승용","남",37,"파장동",8,20
"12994","토요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",61,"구운동",8,0
"12995","토요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","여",44,"화서동",8,8
"12996","토요일",1,"보행자보호의무위반","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",53,"인계동",8,8
"12997","토요일",0,"안전거리미확보","포장 - 건조","맑음","교차로 - 교차로안","화물","남",40,"영통동",8,9
"12998","토요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승합","남",61,"영통동",8,9
"12999","토요일",0,"불법유턴","포장 - 건조","맑음","단일로 - 기타","화물","남",54,"화서동",8,12
"13000","토요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",24,"영통동",8,15
"13001","토요일",0,"안전거리미확보","포장 - 건조","맑음","교차로 - 교차로부근","이륜","남",27,"인계동",8,15
"13002","토요일",0,"안전거리미확보","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",53,"영통동",8,15
"13003","토요일",1,"안전거리미확보","포장 - 건조","맑음","기타 - 기타","승용","남",37,"이의동",8,15
"13004","토요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",29,"송죽동",8,19
"13005","토요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",24,"매산로1가",8,19
"13006","일요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",57,"율전동",8,0
"13007","일요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",20,"권선동",8,6
"13008","일요일",1,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","화물","남",64,"연무동",8,11
"13009","일요일",1,"신호위반","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",45,"이의동",8,11
"13010","일요일",0,"교차로운행방법위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",42,"영화동",8,13
"13011","일요일",1,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",61,"연무동",8,13
"13012","일요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","여",57,"세류동",8,13
"13013","일요일",0,"차로위반","포장 - 건조","맑음","단일로 - 기타","승용","여",23,"조원동",8,15
"13014","일요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","승용","여",47,"고등동",8,15
"13015","일요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",51,"세류동",8,16
"13016","일요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",64,"매산로1가",8,17
"13017","일요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","여",48,"조원동",8,19
"13018","일요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",33,"송죽동",8,21
"13019","일요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","승용","여",31,"영통동",8,21
"13020","월요일",1,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",25,"권선동",8,3
"13021","월요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","화물","남",62,"연무동",8,7
"13022","월요일",1,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승합","남",57,"매산로1가",8,8
"13023","월요일",0,"안전거리미확보","포장 - 건조","맑음","교차로 - 교차로안","승합","남",67,"율전동",8,9
"13024","월요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","여",41,"권선동",8,11
"13025","월요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","여",56,"세류동",8,14
"13026","월요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","여",39,"권선동",8,15
"13027","월요일",0,"직진우회전진행방해","포장 - 건조","맑음","교차로 - 교차로안","이륜","남",34,"우만동",8,17
"13028","월요일",1,"직진우회전진행방해","포장 - 건조","맑음","교차로 - 교차로안","승용","여",33,"천천동",8,17
"13029","월요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","승합","남",46,"고색동",8,18
"13030","월요일",0,"차로위반","포장 - 건조","맑음","교차로 - 교차로부근","이륜","남",56,"인계동",8,20
"13031","월요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","자전거","남",55,"영화동",8,21
"13032","월요일",1,"차로위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",68,"매산로1가",8,21
"13033","월요일",1,"안전거리미확보","포장 - 건조","흐림","단일로 - 기타","승용","남",67,"영화동",8,23
"13034","월요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","이륜","남",30,"구운동",8,23
"13035","화요일",0,"차로위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",29,"권선동",8,4
"13036","화요일",1,"보행자보호의무위반","포장 - 건조","맑음","교차로 - 교차로횡단보도내","승용","여",59,"원천동",8,10
"13037","화요일",1,"불법유턴","포장 - 건조","맑음","단일로 - 기타","승합","남",44,"정자동",8,11
"13038","화요일",0,"기타","포장 - 건조","맑음","단일로 - 기타","승용","남",58,"천천동",8,12
"13039","화요일",0,"직진우회전진행방해","포장 - 건조","맑음","교차로 - 교차로안","승용","남",70,"우만동",8,13
"13040","화요일",0,"기타","포장 - 건조","맑음","교차로 - 교차로안","자전거","남",60,"화서동",8,15
"13041","화요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",25,"영화동",8,22
"13042","화요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",47,"권선동",8,22
"13043","화요일",1,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","화물","남",53,"이의동",8,23
"13044","수요일",1,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","승용","남",28,"정자동",8,0
"13045","수요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","승용","남",29,"인계동",8,5
"13046","수요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","승용","남",52,"세류동",8,7
"13047","수요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","화물","남",49,"이의동",8,8
"13048","수요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","여",46,"지동",8,10
"13049","수요일",0,"교차로운행방법위반","포장 - 건조","맑음","단일로 - 기타","화물","남",52,"곡반정동",8,10
"13050","수요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",68,"망포동",8,10
"13051","수요일",1,"직진우회전진행방해","포장 - 건조","맑음","교차로 - 교차로안","승용","여",46,"하동",8,10
"13052","수요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로횡단보도내","승용","남",43,"세류동",8,12
"13053","수요일",1,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",30,"오목천동",8,13
"13055","수요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",45,"호매실동",8,14
"13056","수요일",0,"교차로운행방법위반","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",80,"연무동",8,18
"13057","수요일",0,"안전거리미확보","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",24,"송죽동",8,19
"13058","수요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승합","남",49,"송죽동",8,20
"13059","수요일",0,"교차로운행방법위반","포장 - 건조","맑음","교차로 - 교차로부근","승용","여",29,"화서동",8,22
"13060","수요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","이륜","남",22,"대황교동",8,22
"13061","목요일",1,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","승용","남",48,"매산로1가",8,4
"13062","목요일",1,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","승용","남",43,"금곡동",8,8
"13063","목요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","승용","여",60,"연무동",8,9
"13065","목요일",1,"기타","포장 - 건조","맑음","단일로 - 기타","승합","남",73,"천천동",8,11
"13066","목요일",1,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","여",48,"영화동",8,12
"13067","목요일",1,"불법유턴","포장 - 건조","맑음","교차로 - 교차로안","승용","남",29,"율전동",8,13
"13068","목요일",1,"보행자보호의무위반","포장 - 건조","맑음","교차로 - 교차로안","화물","남",48,"연무동",8,15
"13069","목요일",1,"교차로운행방법위반","포장 - 건조","맑음","교차로 - 교차로안","승용","여",38,"구운동",8,15
"13070","목요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","이륜","남",39,"오목천동",8,15
"13071","목요일",1,"교차로운행방법위반","포장 - 건조","맑음","교차로 - 교차로안","화물","남",32,"영화동",8,17
"13072","목요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","이륜","남",67,"정자동",8,17
"13073","목요일",0,"차로위반","포장 - 건조","맑음","단일로 - 기타","승용","남",31,"인계동",8,17
"13074","목요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","승용","여",41,"호매실동",8,17
"13075","목요일",0,"안전거리미확보","포장 - 건조","맑음","교차로 - 교차로부근","승용","여",45,"정자동",8,18
"13076","목요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",26,"매탄동",8,18
"13077","목요일",0,"중앙선침범","포장 - 건조","맑음","단일로 - 기타","승용","남",34,"금곡동",8,18
"13078","목요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","승용","여",69,"인계동",8,19
"13079","목요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승합","남",61,"조원동",8,21
"13080","목요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","승용","남",40,"매탄동",8,22
"13081","목요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",31,"권선동",8,23
"13082","목요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승합","남",66,"당수동",8,23
"13083","금요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",25,"인계동",8,5
"13084","금요일",0,"교차로운행방법위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",50,"율전동",8,5
"13085","금요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승합","남",50,"정자동",8,10
"13086","금요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",60,"조원동",8,11
"13087","금요일",0,"중앙선침범","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",66,"영통동",8,11
"13088","금요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","여",27,"우만동",8,13
"13089","금요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","화물","남",38,"인계동",8,15
"13090","금요일",1,"보행자보호의무위반","포장 - 건조","맑음","교차로 - 교차로횡단보도내","승용","여",51,"영통동",8,16
"13091","금요일",0,"안전운전불이행","포장 - 건조","맑음","기타 - 기타","승합","남",59,"권선동",8,17
"13092","금요일",1,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승합","남",50,"입북동",8,18
"13093","금요일",0,"안전운전불이행","포장 - 건조","맑음","기타 - 기타","승용","남",33,"곡반정동",8,20
"13094","금요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",27,"매산로1가",8,22
"13095","토요일",0,"중앙선침범","포장 - 건조","맑음","교차로 - 교차로안","승용","여",22,"매탄동",8,0
"13096","토요일",0,"안전거리미확보","포장 - 건조","맑음","교차로 - 교차로부근","이륜","남",22,"권선동",8,6
"13097","토요일",1,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","개인형이동수단(PM)","남",25,"세류동",8,6
"13098","토요일",0,"기타","포장 - 건조","맑음","단일로 - 기타","승용","남",46,"율전동",8,10
"13099","토요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","승용","남",55,"연무동",8,11
"13100","토요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",66,"세류동",8,11
"13101","토요일",1,"교차로운행방법위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",55,"정자동",8,13
"13102","토요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","여",57,"조원동",8,14
"13103","토요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","승용","남",63,"이의동",8,15
"13104","토요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","여",41,"파장동",8,18
"13105","토요일",0,"보행자보호의무위반","포장 - 건조","맑음","단일로 - 기타","이륜","남",30,"매탄동",8,18
"13106","토요일",1,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","이륜","남",52,"우만동",8,20
"13107","토요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",56,"인계동",8,20
