"","요일","사고내용","법규위반","노면상태","기상상태","도로형태","가해운전자_차종","가해운전자_성별","가해운전자_연령","행정동","발생월","발생시간"
"1","금요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",42,"대황교동",1,4
"2","금요일",1,"신호위반","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",57,"인계동",1,4
"3","금요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","화물","남",26,"우만동",1,5
"4","금요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",23,"인계동",1,6
"5","금요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",31,"우만동",1,11
"6","금요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",36,"영통동",1,12
"7","금요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승합","남",48,"세류동",1,15
"8","금요일",1,"안전거리미확보","포장 - 건조","흐림","교차로 - 교차로안","승용","여",28,"파장동",1,18
"9","토요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",54,"우만동",1,1
"10","토요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","화물","남",47,"인계동",1,9
"11","토요일",0,"중앙선침범","포장 - 건조","흐림","단일로 - 기타","승용","남",49,"권선동",1,16
"12","토요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","이륜","남",49,"송죽동",1,18
"13","토요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","여",32,"권선동",1,18
"14","토요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",27,"영화동",1,19
"15","토요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","승용","남",47,"정자동",1,19
"16","토요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","여",29,"곡반정동",1,19
"17","토요일",0,"교차로운행방법위반","포장 - 건조","흐림","교차로 - 교차로부근","승용","남",50,"권선동",1,22
"18","토요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","승용","남",33,"이의동",1,23
"19","일요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","이륜","남",55,"화서동",1,3
"20","일요일",1,"안전운전불이행","포장 - 습기","안개","단일로 - 횡단보도상","승용","남",22,"고색동",1,5
"21","일요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","승용","여",48,"영화동",1,11
"22","일요일",0,"기타","포장 - 건조","맑음","단일로 - 기타","승용","남",50,"화서동",1,13
"23","일요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","승용","여",41,"서둔동",1,13
"24","일요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",60,"입북동",1,15
"25","일요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","여",36,"이의동",1,17
"26","일요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 횡단보도상","승용","남",23,"원천동",1,18
"27","일요일",1,"보행자보호의무위반","포장 - 건조","맑음","교차로 - 교차로부근","승용","여",42,"이의동",1,19
"28","일요일",0,"안전거리미확보","포장 - 건조","흐림","단일로 - 기타","승용","남",46,"우만동",1,20
"29","일요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","승용","남",64,"권선동",1,20
"30","일요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",27,"권선동",1,23
"31","월요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",43,"영화동",1,1
"32","월요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","원동기","남",58,"권선동",1,5
"33","월요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","승용","여",55,"조원동",1,7
"34","월요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",72,"영화동",1,8
"35","월요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승합","남",46,"연무동",1,8
"36","월요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","자전거","남",12,"우만동",1,9
"37","월요일",0,"기타","포장 - 건조","맑음","단일로 - 기타","승용","남",41,"곡반정동",1,9
"38","월요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","건설기계","남",47,"매탄동",1,10
"41","월요일",0,"안전거리미확보","포장 - 건조","맑음","교차로 - 교차로안","승용","남",53,"이목동",1,16
"42","월요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","여",51,"송죽동",1,18
"43","월요일",1,"신호위반","포장 - 건조","맑음","교차로 - 교차로부근","이륜","남",54,"인계동",1,18
"44","월요일",0,"안전거리미확보","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",56,"망포동",1,20
"45","월요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","화물","남",69,"고색동",1,21
"46","화요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","화물","남",41,"평동",1,0
"47","화요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","이륜","남",24,"영통동",1,1
"48","화요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",58,"인계동",1,7
"49","화요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","화물","남",53,"연무동",1,9
"50","화요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","승용","남",63,"연무동",1,13
"51","화요일",0,"안전거리미확보","포장 - 건조","맑음","교차로 - 교차로안","화물","남",19,"매탄동",1,13
"52","화요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",74,"매교동",1,15
"53","화요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승합","남",71,"탑동",1,15
"54","화요일",1,"기타","포장 - 건조","맑음","단일로 - 기타","건설기계","남",59,"송죽동",1,18
"55","화요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",50,"파장동",1,19
"56","화요일",1,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",47,"원천동",1,21
"57","수요일",0,"보행자보호의무위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",45,"탑동",1,1
"58","수요일",1,"차로위반","포장 - 건조","맑음","단일로 - 기타","승합","남",46,"화서동",1,5
"59","수요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",77,"신동",1,5
"60","수요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","건설기계","남",35,"매탄동",1,9
"61","수요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","여",29,"평동",1,9
"62","수요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",82,"우만동",1,12
"63","수요일",0,"신호위반","포장 - 건조","맑음","단일로 - 횡단보도부근","승용","여",52,"매산로1가",1,14
"64","수요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로부근","이륜","남",32,"신동",1,19
"65","수요일",0,"교차로운행방법위반","포장 - 건조","맑음","교차로 - 교차로안","승용","여",51,"율전동",1,21
"66","수요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","승합","남",62,"우만동",1,22
"67","목요일",1,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","화물","남",22,"금곡동",1,0
"68","목요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",54,"고색동",1,2
"69","목요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",61,"우만동",1,5
"70","목요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","승용","여",30,"이의동",1,7
"71","목요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","화물","남",56,"연무동",1,8
"72","목요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승합","남",48,"매산로1가",1,8
"73","목요일",0,"교차로운행방법위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",39,"세류동",1,8
"74","목요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","승용","여",24,"하동",1,10
"75","목요일",1,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","승합","여",50,"인계동",1,11
"76","목요일",0,"교차로운행방법위반","포장 - 건조","맑음","교차로 - 교차로안","자전거","남",18,"율전동",1,12
"77","목요일",1,"기타","포장 - 건조","맑음","단일로 - 기타","승합","남",44,"연무동",1,15
"78","목요일",0,"기타","포장 - 건조","맑음","단일로 - 기타","승용","남",46,"권선동",1,15
"79","목요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","여",54,"천천동",1,16
"80","목요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","이륜","남",58,"천천동",1,16
"81","목요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","승용","여",64,"북수동",1,16
"82","목요일",1,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","이륜","남",17,"정자동",1,19
"83","목요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",35,"망포동",1,20
"84","목요일",1,"신호위반","포장 - 건조","맑음","단일로 - 횡단보도상","승용","남",50,"영화동",1,21
"85","목요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","승용","남",61,"권선동",1,21
"86","목요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",52,"송죽동",1,23
"87","금요일",0,"보행자보호의무위반","포장 - 건조","맑음","단일로 - 횡단보도상","승합","남",55,"권선동",1,6
"88","금요일",1,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","화물","남",63,"권선동",1,7
"89","금요일",1,"차로위반","포장 - 건조","맑음","단일로 - 기타","화물","남",52,"곡반정동",1,7
"90","금요일",0,"교차로운행방법위반","포장 - 건조","맑음","교차로 - 교차로안","승용","여",32,"화서동",1,10
"91","금요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","화물","남",30,"천천동",1,12
"92","금요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","이륜","남",23,"영통동",1,14
"93","금요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","여",49,"매산로1가",1,14
"94","금요일",0,"신호위반","포장 - 건조","맑음","단일로 - 기타","승용","여",48,"이의동",1,16
"95","금요일",1,"보행자보호의무위반","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",40,"망포동",1,19
"96","금요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","이륜","남",30,"세류동",1,20
"97","금요일",1,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",33,"인계동",1,22
"98","금요일",0,"교차로운행방법위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",26,"세류동",1,23
"99","토요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",23,"천천동",1,0
"100","토요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",54,"인계동",1,0
"101","토요일",0,"중앙선침범","포장 - 건조","맑음","미분류 - 미분류","승용","남",43,"망포동",1,1
"102","토요일",0,"교차로운행방법위반","포장 - 건조","맑음","교차로 - 교차로안","승합","남",31,"인계동",1,1
"103","토요일",1,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","화물","남",54,"매산로1가",1,6
"104","토요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",25,"천천동",1,8
"105","토요일",0,"기타","포장 - 건조","맑음","단일로 - 기타","승용","여",51,"팔달로3가",1,11
"106","토요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",47,"화서동",1,16
"107","토요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",36,"송죽동",1,21
"108","토요일",0,"중앙선침범","포장 - 건조","맑음","단일로 - 기타","승용","여",21,"세류동",1,21
"109","토요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",31,"권선동",1,21
"110","토요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",39,"세류동",1,22
"111","토요일",1,"차로위반","포장 - 건조","맑음","단일로 - 기타","승용","남",25,"인계동",1,22
"112","일요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",20,"영통동",1,0
"113","일요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",27,"인계동",1,1
"114","일요일",0,"보행자보호의무위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",50,"율전동",1,4
"115","일요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",31,"인계동",1,4
"116","일요일",0,"교차로운행방법위반","포장 - 건조","맑음","교차로 - 교차로안","승용","여",37,"신동",1,14
"117","일요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","승용","남",48,"천천동",1,15
"118","일요일",1,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","화물","남",29,"화서동",1,15
"119","일요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","자전거","남",16,"권선동",1,15
"120","일요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 횡단보도부근","승용","남",50,"영통동",1,15
"121","일요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",38,"영화동",1,16
"122","일요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","승용","남",20,"영통동",1,17
"124","월요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",73,"연무동",1,7
"125","월요일",0,"안전거리미확보","포장 - 건조","맑음","교차로 - 교차로안","건설기계","남",42,"영통동",1,7
"126","월요일",0,"교차로운행방법위반","포장 - 습기","맑음","교차로 - 교차로부근","승용","여",57,"인계동",1,7
"127","월요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","화물","남",44,"파장동",1,10
"128","월요일",0,"교차로운행방법위반","포장 - 건조","맑음","단일로 - 기타","승용","여",26,"매탄동",1,10
"129","월요일",0,"직진우회전진행방해","포장 - 건조","맑음","교차로 - 교차로안","화물","남",58,"북수동",1,13
"130","월요일",1,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","승용","남",26,"송죽동",1,13
"131","월요일",0,"차로위반","포장 - 건조","맑음","단일로 - 기타","승용","남",54,"인계동",1,14
"132","월요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",25,"영통동",1,15
"133","월요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",51,"지동",1,18
"134","월요일",1,"안전운전불이행","포장 - 건조","맑음","기타 - 기타","승용","남",38,"우만동",1,20
"135","화요일",1,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",45,"권선동",1,0
"136","화요일",0,"교차로운행방법위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",29,"인계동",1,1
"137","화요일",0,"차로위반","포장 - 건조","맑음","단일로 - 기타","이륜","남",39,"인계동",1,4
"138","화요일",1,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","여",20,"이의동",1,7
"139","화요일",1,"기타","포장 - 건조","맑음","단일로 - 기타","화물","남",35,"송죽동",1,8
"140","화요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 터널","승용","여",41,"망포동",1,8
"141","화요일",0,"차로위반","포장 - 건조","맑음","단일로 - 기타","화물","남",49,"송죽동",1,10
"142","화요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","승용","남",35,"중동",1,11
"143","화요일",1,"신호위반","포장 - 건조","맑음","단일로 - 횡단보도상","승용","남",49,"남수동",1,17
"144","화요일",0,"보행자보호의무위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",48,"이의동",1,18
"145","화요일",1,"안전거리미확보","포장 - 건조","맑음","교차로 - 교차로안","승합","남",66,"정자동",1,19
"146","화요일",1,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","승용","남",25,"정자동",1,19
"147","수요일",1,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승합","남",52,"정자동",1,5
"148","수요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","화물","남",44,"하광교동",1,5
"149","수요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","화물","남",55,"당수동",1,6
"150","수요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","승용","여",40,"조원동",1,8
"151","수요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","승용","남",18,"권선동",1,9
"152","수요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",50,"구운동",1,10
"153","수요일",0,"보행자보호의무위반","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",67,"조원동",1,13
"154","수요일",0,"안전운전불이행","포장 - 결빙","눈","단일로 - 기타","승용","여",38,"정자동",1,15
"155","수요일",1,"중앙선침범","포장 - 적설","눈","단일로 - 기타","승용","여",42,"남수동",1,16
"156","수요일",0,"안전운전불이행","포장 - 적설","눈","단일로 - 기타","승합","남",51,"고등동",1,16
"157","수요일",0,"안전운전불이행","포장 - 결빙","눈","단일로 - 기타","승용","남",25,"화서동",1,17
"158","수요일",0,"안전운전불이행","포장 - 결빙","눈","단일로 - 기타","승용","남",23,"팔달로1가",1,17
"159","수요일",0,"안전거리미확보","포장 - 결빙","눈","단일로 - 횡단보도부근","승용","남",68,"인계동",1,17
"160","수요일",0,"안전운전불이행","포장 - 결빙","눈","단일로 - 기타","화물","남",53,"권선동",1,17
"161","수요일",0,"안전운전불이행","포장 - 결빙","눈","교차로 - 교차로부근","승용","여",35,"이의동",1,17
"162","수요일",0,"안전운전불이행","포장 - 적설","눈","단일로 - 기타","승용","여",49,"매교동",1,17
"163","수요일",0,"안전운전불이행","포장 - 적설","눈","교차로 - 교차로부근","승용","여",40,"구운동",1,17
"164","수요일",1,"안전운전불이행","포장 - 결빙","눈","단일로 - 기타","승용","남",47,"세류동",1,17
"165","수요일",0,"교차로운행방법위반","포장 - 결빙","눈","교차로 - 교차로안","승용","남",68,"정자동",1,18
"166","수요일",0,"안전운전불이행","포장 - 결빙","맑음","교차로 - 교차로안","승용","남",32,"조원동",1,18
"167","수요일",0,"안전거리미확보","포장 - 적설","흐림","단일로 - 기타","승용","남",48,"권선동",1,18
"168","수요일",0,"차로위반","포장 - 결빙","눈","단일로 - 기타","승용","남",67,"우만동",1,19
"169","수요일",1,"안전운전불이행","포장 - 결빙","눈","단일로 - 기타","승용","여",41,"송죽동",1,19
"170","수요일",0,"안전운전불이행","포장 - 결빙","눈","기타 - 기타","승용","남",42,"천천동",1,19
"171","수요일",1,"안전운전불이행","포장 - 결빙","눈","단일로 - 기타","승합","남",56,"금곡동",1,19
"172","수요일",0,"중앙선침범","포장 - 결빙","흐림","단일로 - 기타","이륜","남",47,"원천동",1,20
"173","수요일",0,"기타","포장 - 건조","맑음","단일로 - 기타","승용","남",27,"인계동",1,20
"174","수요일",0,"교차로운행방법위반","포장 - 결빙","눈","교차로 - 교차로안","승합","여",41,"영화동",1,21
"175","수요일",0,"안전운전불이행","포장 - 결빙","눈","단일로 - 기타","승용","여",42,"이목동",1,21
"176","수요일",0,"안전운전불이행","포장 - 결빙","눈","미분류 - 미분류","승용","남",43,"율전동",1,22
"177","수요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",32,"하동",1,22
"178","수요일",1,"안전거리미확보","포장 - 결빙","눈","단일로 - 기타","승용","남",27,"율전동",1,23
"179","수요일",0,"안전운전불이행","포장 - 결빙","눈","단일로 - 기타","승용","남",41,"율전동",1,23
"180","수요일",1,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",43,"권선동",1,23
"181","수요일",1,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",53,"영통동",1,23
"182","목요일",0,"안전운전불이행","포장 - 결빙","눈","단일로 - 기타","승용","남",26,"탑동",1,0
"183","목요일",0,"안전운전불이행","포장 - 결빙","맑음","교차로 - 교차로부근","승용","여",46,"송죽동",1,8
"184","목요일",0,"신호위반","포장 - 결빙","맑음","교차로 - 교차로부근","승합","남",45,"금곡동",1,9
"185","목요일",1,"안전운전불이행","포장 - 적설","눈","단일로 - 기타","승용","여",63,"매탄동",1,10
"186","목요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승합","남",44,"매산로1가",1,10
"187","목요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","승용","남",27,"연무동",1,11
"188","목요일",1,"기타","포장 - 건조","맑음","단일로 - 기타","승용","남",41,"세류동",1,12
"189","목요일",0,"안전운전불이행","포장 - 습기","맑음","교차로 - 교차로부근","화물","남",58,"파장동",1,13
"190","목요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","승용","여",43,"매탄동",1,14
"191","목요일",0,"안전운전불이행","포장 - 적설","맑음","단일로 - 기타","승용","남",21,"이의동",1,14
"192","목요일",0,"교차로운행방법위반","포장 - 습기","맑음","교차로 - 교차로안","화물","남",76,"권선동",1,14
"193","목요일",0,"안전거리미확보","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",49,"조원동",1,15
"194","목요일",0,"안전운전불이행","포장 - 결빙","맑음","교차로 - 교차로부근","승용","남",48,"연무동",1,15
"195","목요일",0,"안전운전불이행","포장 - 적설","맑음","교차로 - 교차로안","승용","남",23,"정자동",1,16
"196","목요일",1,"안전운전불이행","포장 - 기타","맑음","단일로 - 기타","승용","남",37,"인계동",1,17
"197","목요일",0,"안전운전불이행","포장 - 습기","눈","교차로 - 교차로안","이륜","남",47,"영통동",1,18
"198","금요일",0,"신호위반","포장 - 습기","눈","교차로 - 교차로안","승용","남",42,"인계동",1,3
"199","금요일",0,"안전운전불이행","포장 - 습기","흐림","단일로 - 기타","승용","남",30,"인계동",1,7
"200","금요일",0,"교차로운행방법위반","포장 - 적설","맑음","교차로 - 교차로안","승용","여",46,"영통동",1,8
"201","금요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","여",57,"구운동",1,11
"202","금요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","화물","남",46,"매탄동",1,12
"203","금요일",0,"안전거리미확보","포장 - 습기","흐림","교차로 - 교차로부근","건설기계","남",54,"연무동",1,13
"204","금요일",1,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","승용","여",44,"천천동",1,13
"205","금요일",0,"안전거리미확보","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",26,"곡반정동",1,14
"206","금요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",39,"금곡동",1,16
"207","금요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승합","남",48,"지동",1,18
"208","금요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",62,"구운동",1,18
"209","금요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",38,"정자동",1,19
"210","금요일",0,"교차로운행방법위반","포장 - 건조","맑음","단일로 - 기타","승용","여",61,"원천동",1,19
"211","금요일",1,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","화물","남",32,"탑동",1,19
"212","금요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","여",70,"이의동",1,20
"213","금요일",1,"교차로운행방법위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",57,"고색동",1,20
"214","금요일",0,"교차로운행방법위반","포장 - 적설","맑음","교차로 - 교차로부근","승용","남",48,"연무동",1,22
"215","금요일",0,"안전거리미확보","포장 - 건조","맑음","교차로 - 교차로안","승합","남",31,"영동",1,22
"216","금요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",42,"정자동",1,23
"217","토요일",0,"교차로운행방법위반","포장 - 건조","흐림","교차로 - 교차로안","승용","남",53,"매산로1가",1,0
"218","토요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","원동기","남",36,"중동",1,1
"219","토요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","승용","남",52,"탑동",1,2
"220","토요일",1,"중앙선침범","포장 - 건조","맑음","단일로 - 기타","승용","남",19,"매산로2가",1,6
"221","토요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승합","남",50,"금곡동",1,9
"222","토요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","건설기계","남",57,"영통동",1,13
"223","토요일",0,"보행자보호의무위반","포장 - 건조","맑음","단일로 - 횡단보도상","승합","남",60,"매산로1가",1,13
"224","토요일",1,"안전운전불이행","포장 - 기타","맑음","단일로 - 기타","원동기","남",43,"서둔동",1,13
"225","토요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","여",51,"율전동",1,18
"226","토요일",1,"중앙선침범","포장 - 건조","맑음","교차로 - 교차로부근","승합","여",52,"구운동",1,18
"227","토요일",0,"교차로운행방법위반","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",37,"권선동",1,19
"228","토요일",1,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","승용","남",42,"연무동",1,21
"229","토요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","이륜","남",49,"송죽동",1,21
"230","토요일",1,"신호위반","포장 - 건조","맑음","단일로 - 횡단보도상","승용","남",57,"매산로1가",1,21
"231","토요일",0,"차로위반","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",23,"권선동",1,22
"232","토요일",1,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",47,"고색동",1,22
"233","토요일",0,"직진우회전진행방해","포장 - 건조","맑음","교차로 - 교차로안","승용","남",25,"세류동",1,23
"234","토요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",49,"고색동",1,23
"235","일요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",61,"매산로1가",1,1
"236","일요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",29,"인계동",1,3
"237","일요일",1,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",51,"매탄동",1,4
"238","일요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승합","남",54,"화서동",1,6
"239","일요일",1,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승합","남",50,"정자동",1,6
"241","일요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","승용","남",53,"권선동",1,11
"242","일요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",33,"이의동",1,13
"243","일요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","화물","남",36,"세류동",1,17
"244","일요일",0,"신호위반","포장 - 건조","맑음","단일로 - 횡단보도상","원동기","남",16,"금곡동",1,18
"245","일요일",0,"차로위반","포장 - 건조","맑음","교차로 - 교차로부근","승용","여",50,"인계동",1,19
"246","일요일",0,"교차로운행방법위반","포장 - 건조","흐림","교차로 - 교차로안","승용","남",49,"정자동",1,22
"247","일요일",1,"안전거리미확보","포장 - 건조","맑음","교차로 - 교차로부근","화물","남",19,"영화동",1,23
"248","월요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",32,"권선동",1,0
"250","월요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","여",30,"하동",1,6
"251","월요일",0,"차로위반","포장 - 건조","맑음","단일로 - 기타","승합","남",51,"권선동",1,8
"252","월요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",68,"정자동",1,9
"253","월요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승합","여",43,"영화동",1,9
